C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095106_DcXVPCXoVKDlomqT.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095112_WojjaornJSmCPfyc.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095118_udxhxllpfavfbomA.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095124_BLwrfbgQoBCTnlLs.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095130_gKdHmzDSBSCOcRIy.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095135_dIhvTMPxLVhvhyuT.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095142_RJUcddeeywJeTqxf.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095148_sejbneIfiYpbtjkL.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095154_aojwqNiBMPuJzFgG.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095200_NJnLbQPaXhXJjvJO.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095206_JPPCqNIRNngqhJKh.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095212_JFaVYnIBGPRnoyhO.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095217_RYeOScDlLheyjtnF.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095223_mHqAEmSkEGWnocqL.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095230_fMGIzKgiXlBIWJxh.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095236_rZjIANDqjaLxyyah.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095241_UicttBrdivXxtyjO.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095248_MrdNZvGgwtOvMvMg.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095254_HZUJNtmrJnTGoFRu.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095259_aAziDCVRwxOGJaIA.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095305_HIuxbYmygpdNswNB.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095312_wiTWoWSHgFYtktEQ.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095318_rIqSdoNKGeaNchbX.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095324_SkzajATDqdktyIyb.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095329_KlYZUHMlVPOcEfwR.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095336_egtKVPWJOWYtmTOS.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095342_xBJEKivhYUKqCbUJ.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095347_EzoYhNFebxaMnQjk.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095353_kzFryEPPjxomNpgz.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095359_zjctznKRTSQMtcZO.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095405_urctMzDCIIYHjNie.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095411_mykrLhrFSAVkrUbm.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095417_VqSuuhyWHIQMbrNq.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095424_HEgTewcbuIwfIdzd.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095429_sPAtAdtnfoQtbxHp.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095436_zlfSEHVXNOWRBWND.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095444_oaNRVavUxkiJFVHW.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095450_KTLehFcmyDSpMnat.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095456_hAUJIqhhNVUzyWbH.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095502_KhmfGAJzAALChYWb.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095507_iwtscDsjoFFGabXG.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095513_QuBAKeDpPkfFzIEH.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095520_UXxResbrGNJlfcTZ.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095525_sfIVCBWLcjfSQsLl.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095531_kDPjXtkWSpBocuCo.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095537_OzNntuTDZutWUUoQ.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095544_RfSTOMWPlAQhpbLC.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095549_fScMvGPQWCVOROEB.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095555_ArxyAaMceQgUmDad.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095601_IvcygxbkxmAIiSZC.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095608_ycAlPwXHnmIDVFVg.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095614_VmtNFhuIwOUvWTCG.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095619_JquUatUVrqvzOYCj.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095625_uHPMoqtlZKcNdnMi.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095631_OHJkaHGKACbiKXXq.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095638_RxxWHLmuNxYUtqoV.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095643_fMDJPRjcMOEwSTLS.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095650_ldfduypSrtkqPyGX.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095656_dVczxETHDweJZfQx.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095702_SNtyyvNiBGdXrhpm.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095708_PpAWZtMitrODupyp.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095714_EGGPAFSLfYKkvZAs.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095719_ufgeuPVSQwEIlUxM.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095726_rpByYGgbaaxouHCS.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095731_HwRmYivePDKYJtMF.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095737_XkJxsnSoGJfBjpCC.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095744_dtDnfpZBrIpPHalI.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095749_IsUWCLyEMMPMsrJW.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095756_VwJafEbEGApTJjdF.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095801_HDWNBzmQOBbPBHRT.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095808_VBcPteZzwDqIbReB.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095813_hzTLxYwgjvrBawqb.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095819_MRceKflXZIFIPoyW.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095826_ihAhMsAjYNlhrRMP.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095832_NVHyglrLzArxHwes.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095838_QTjxrKrqzgirVzuP.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095843_CdJNNclgxJnPNnRo.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095850_yFVWjHJMcNgngUiK.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095855_XVZrpTyRBqXQkuqv.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095901_EopLOLZPBFwLgdUE.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095907_KgNvGuyhYgdHoMQS.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095913_VQMQBzOVHpGbTSqU.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095919_rqbLDguBdTXgqWPL.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095925_OZaPWYcuizvAaPhP.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095932_gSgOOXelSXWkaOKB.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095937_yrPJGFRDOoJKrzHZ.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095944_YMVcCVTbQXsrRxXM.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095950_bQJhqNQdtCZvlOgp.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820095956_BaRMUjLvKHQnjTCX.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100002_tLSsOXlyxQoZufdh.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100009_tKlDqqnDqKbJWrEH.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100015_fNMGcKLDcynEIvtU.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100021_WHlWrqyXKKAZYYsB.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100027_MDppQxppzimFuLUf.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100033_bWqjbDrxWYlGTVRX.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100039_fLSVwADemtuzFUqp.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100045_ElYdtfqhKdGVjFCW.png,1

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100051_sGGvjIFKJIveEotR.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100057_YvPJqaPExtRBrtOl.png,0

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100103_nNBUSaxFGlulqQJf.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100109_TrAyzdluHrKPNqWR.png,2

C:\Users\USUARIO\Documents\Proyectos\tradebot-master\resultsnw10/20230820100115_MhOyNcgeRxDpthCI.png,1
