C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160242_oAeAWLoEnyyzyEEJ.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160247_jlEgnfTbmbSNljqo.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160253_dHEttvKLWNMnEWoi.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160259_mUKMrkrjwmhKmjwm.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160305_CHYautRIYAvGhsgi.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160311_IQfpwzBJlIFrATSF.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160317_ObJfpOcVBBgtkmax.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160323_adBrRfGiWXcHgMem.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160329_KXCDhaXkFeftEsrs.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160335_YVQojmWubOVImSTr.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160341_kvNyPDaMTzHVTDfg.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160347_zmOveXejCZTBoBtN.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160353_SLqoVPWWWeoyEPiV.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160359_NTYPEjBbMeEbIqDR.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160405_xJxheBauVsmdrcua.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160411_daNMYQsFUWKowQjy.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160417_MmDJBrlRmFwifWPU.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160423_WjnzCOWccjnMBYED.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160429_xUxIXcPKxTjrDofr.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160435_OvxzEpiWVYlYCPrl.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160441_zEogDzylKLGUaSTH.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160447_NRzOWLWNRTGLJILL.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160453_JxmkZlegobBbAYqj.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160459_lDpRisNmudJNWPEd.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160505_EqXwLftOCwYcSRAe.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160511_bNrWfcBRyzYeVFQf.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160517_gVlymJZgTYoCmaNa.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160523_yztHRXEDOWDTfXNG.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160529_MgLpITnFkcGMDrav.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160535_ZUNWXNTLvbYcXDPl.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160541_CEKAGcDVfZDUkUZw.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160547_ngEipPTILynpDnWw.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160553_CyKOdmDdWzEURxZu.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160559_SkVzvPSNMtsLKCUl.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160605_yDfbdNMVoNsxUAgE.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160611_VyoWWumpwCiRnCJz.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160617_XescFwTcIIEuRCrj.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160623_vBeGzauutHkIULXi.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160629_ELqftoLWDGpVYJKN.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160635_sRafEcubQtkFwInC.png,2

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160641_vMluRwzFaRarDhPG.png,0

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160647_rlmkRAKvBblWpvHO.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160654_NZHPgImWUTgwmcZi.png,1

C:\Users\USUARIO\Documents\tradebot-master\tradebot-master\results25n/20230822160700_AQyCSbStQvMUWPtn.png,2

